model,config_id,params,fold,n_train,n_val,fit_time_sec,predict_time_sec,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,mcc,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1,precision_class_3,recall_class_3,f1_class_3,support_class_3
RandomForest,0,"{'n_estimators': 300, 'max_depth': None, 'class_weight': None}",1,6115,1536,2.138735800050199,0.18422019993886352,0.978515625,0.9387691768285684,0.9279462212522382,0.9387691768285684,0.9330735241614576,0.9786888391003257,0.9323179929593945,0.996802557953637,0.9936254980079682,0.9952114924181963,1255,0.9263803680981595,0.9096385542168675,0.9179331306990881,166,0.860655737704918,0.9130434782608695,0.8860759493670886,115
RandomForest,0,"{'n_estimators': 300, 'max_depth': None, 'class_weight': None}",2,6148,1503,2.2117293999763206,0.17964570003096014,0.9680638722554891,0.8771328420462586,0.8949800217568177,0.8771328420462586,0.8841871803053731,0.9675291935524872,0.8979686624090887,0.9959448499594485,0.9991863303498779,0.9975629569455727,1229,0.8304093567251462,0.8930817610062893,0.8606060606060606,159,0.8585858585858586,0.7391304347826086,0.794392523364486,115
RandomForest,0,"{'n_estimators': 300, 'max_depth': None, 'class_weight': None}",3,6146,1505,2.2547098000068218,0.17636479996144772,0.9767441860465116,0.9114170714962818,0.9253437377572853,0.9114170714962818,0.9165778786971477,0.9764518406665474,0.9264955195046851,0.9975589910496339,0.9975589910496339,0.9975589910496339,1229,0.8722222222222222,0.9457831325301205,0.9075144508670521,166,0.90625,0.7909090909090909,0.8446601941747572,110
RandomForest,0,"{'n_estimators': 300, 'max_depth': None, 'class_weight': None}",4,6095,1556,2.1837620000587776,0.18032059993129224,0.9697943444730077,0.8956838081144408,0.943216063788574,0.8956838081144408,0.917624132888747,0.9690949718610204,0.9018194968770631,0.9806651198762568,0.9968553459119497,0.9886939571150097,1272,0.8881987577639752,0.8666666666666667,0.8773006134969326,165,0.9607843137254902,0.8235294117647058,0.8868778280542986,119
RandomForest,0,"{'n_estimators': 300, 'max_depth': None, 'class_weight': None}",5,6100,1551,2.116338099935092,0.18688880000263453,0.9813023855577047,0.9381802865746834,0.9568530031976787,0.9381802865746834,0.9469593419988948,0.9811205264789642,0.9410909239215514,0.9913249211356467,0.9960380348652932,0.9936758893280633,1262,0.9277777777777778,0.943502824858757,0.9355742296918768,177,0.9514563106796117,0.875,0.9116279069767442,112
RandomForest,1,"{'n_estimators': 300, 'max_depth': None, 'class_weight': 'balanced'}",1,6115,1536,1.9250902000349015,0.20357310003601015,0.9752604166666666,0.9322138719436902,0.9208142068098005,0.9322138719436902,0.9261357629303255,0.9754314433141427,0.922071868673363,0.9952038369304557,0.9920318725099602,0.9936153232242618,1255,0.9135802469135802,0.891566265060241,0.9024390243902439,166,0.8536585365853658,0.9130434782608695,0.8823529411764706,115
RandomForest,1,"{'n_estimators': 300, 'max_depth': None, 'class_weight': 'balanced'}",2,6148,1503,2.0003371000057086,0.17156190006062388,0.9687292082501663,0.877625048773084,0.8979538388753717,0.877625048773084,0.885054561878783,0.9680287932161454,0.9002032854669479,0.9959448499594485,0.9991863303498779,0.9975629569455727,1229,0.8333333333333334,0.9119496855345912,0.8708708708708709,159,0.8645833333333334,0.7217391304347827,0.7867298578199052,115
RandomForest,1,"{'n_estimators': 300, 'max_depth': None, 'class_weight': 'balanced'}",3,6146,1505,2.0127909999573603,0.18417270004283637,0.9707641196013289,0.8999842850951106,0.91391888264888,0.8999842850951106,0.9044490977715735,0.9705578324049868,0.9079053313558716,0.9951100244498777,0.9934906427990235,0.994299674267101,1229,0.842391304347826,0.9337349397590361,0.8857142857142857,166,0.9042553191489362,0.7727272727272727,0.8333333333333334,110
RandomForest,1,"{'n_estimators': 300, 'max_depth': None, 'class_weight': 'balanced'}",4,6095,1556,1.8577674999833107,0.17503699997905642,0.9691516709511568,0.8936636060942386,0.9427305260074149,0.8936636060942386,0.91634421116609,0.968413677220759,0.8996367952607827,0.9799072642967542,0.9968553459119497,0.9883086515978177,1272,0.8875,0.8606060606060606,0.8738461538461538,165,0.9607843137254902,0.8235294117647058,0.8868778280542986,119
RandomForest,1,"{'n_estimators': 300, 'max_depth': None, 'class_weight': 'balanced'}",5,6100,1551,1.8818728999467567,0.1683453000150621,0.9806576402321083,0.9319658797737042,0.9591609162649087,0.9319658797737042,0.944893378103635,0.9803591334660751,0.9387629544134231,0.9890023566378633,0.9976228209191759,0.9932938856015779,1262,0.9375,0.9322033898305084,0.9348441926345609,177,0.9509803921568627,0.8660714285714286,0.9065420560747663,112
DecisionTree,0,"{'max_depth': None, 'class_weight': None}",1,6115,1536,0.9221971998922527,0.003089900012128055,0.9440104166666666,0.8469031504504073,0.81510948880346,0.8469031504504073,0.828726542910681,0.9456542847809737,0.8279718741555308,0.9959579628132579,0.9816733067729083,0.9887640449438202,1255,0.7875,0.7590361445783133,0.7730061349693251,166,0.6618705035971223,0.8,0.7244094488188977,115
DecisionTree,0,"{'max_depth': None, 'class_weight': None}",2,6148,1503,0.9336551000596955,0.002899200073443353,0.9540918163672655,0.8551494030530522,0.8415632934544046,0.8551494030530522,0.8474962686201222,0.9546437452907546,0.8555614747738594,0.9967293540474244,0.9918633034987795,0.9942903752039152,1229,0.8092105263157895,0.7735849056603774,0.7909967845659164,159,0.71875,0.8,0.757201646090535,115
DecisionTree,0,"{'max_depth': None, 'class_weight': None}",3,6146,1505,1.0606889999471605,0.00400469999294728,0.9488372093023256,0.8332028312970797,0.8332518270201793,0.8332028312970797,0.8328552324460584,0.9488553789721523,0.8386309772857325,0.9918433931484503,0.9894222945484134,0.9906313645621181,1229,0.7771428571428571,0.8192771084337349,0.7976539589442815,166,0.7307692307692307,0.6909090909090909,0.7102803738317757,110
DecisionTree,0,"{'max_depth': None, 'class_weight': None}",4,6095,1556,0.9974455999908969,0.0030665999511256814,0.9498714652956298,0.8316963434887964,0.8594045468396455,0.8316963434887964,0.8448079202171873,0.9487806249064926,0.8374442711966401,0.9813519813519813,0.9929245283018868,0.9871043376318874,1272,0.8024691358024691,0.7878787878787878,0.7951070336391437,165,0.794392523364486,0.7142857142857143,0.7522123893805309,119
DecisionTree,0,"{'max_depth': None, 'class_weight': None}",5,6100,1551,0.8922897999873385,0.00309639994520694,0.9600257898130239,0.885181248446445,0.889247876718326,0.885181248446445,0.8863319669114206,0.9597420742954109,0.8740379903220878,0.9850275807722616,0.9904912836767037,0.9877518767285658,1262,0.8827160493827161,0.807909604519774,0.8436578171091446,177,0.8,0.8571428571428571,0.8275862068965517,112
DecisionTree,1,"{'max_depth': None, 'class_weight': 'balanced'}",1,6115,1536,0.7642138000810519,0.0025480000767856836,0.9459635416666666,0.8529658561493506,0.8257276288649344,0.8529658561493506,0.8374564562263765,0.9471127406938752,0.8327701045709688,0.9935535858178888,0.9824701195219123,0.9879807692307693,1255,0.7924528301886793,0.7590361445783133,0.7753846153846153,166,0.6911764705882353,0.8173913043478261,0.749003984063745,115
DecisionTree,1,"{'max_depth': None, 'class_weight': 'balanced'}",2,6148,1503,0.67387709999457,0.0030104999896138906,0.9500998003992016,0.8327244271994835,0.8421403978775857,0.8327244271994835,0.8373685855248042,0.9496697369036833,0.839847424306508,0.9878542510121457,0.9926769731489016,0.9902597402597403,1229,0.8129032258064516,0.7924528301886793,0.802547770700637,159,0.7256637168141593,0.7130434782608696,0.7192982456140351,115
DecisionTree,1,"{'max_depth': None, 'class_weight': 'balanced'}",3,6146,1505,0.7153621999314055,0.002535899984650314,0.9495016611295681,0.8434881028663809,0.8459725048165274,0.8434881028663809,0.8441014036062215,0.9495480578928264,0.8407422465717846,0.9893964110929854,0.9869812855980472,0.9881873727087577,1229,0.7740112994350282,0.8253012048192772,0.7988338192419825,166,0.7745098039215687,0.7181818181818181,0.7452830188679245,110
DecisionTree,1,"{'max_depth': None, 'class_weight': 'balanced'}",4,6095,1556,0.7046992999967188,0.0028988999547436833,0.9498714652956298,0.8326735725736837,0.8921590963759852,0.8326735725736837,0.8579575700983838,0.9483757013081694,0.8358457484734386,0.9730146491904395,0.9921383647798742,0.982483456597898,1272,0.7904191616766467,0.8,0.7951807228915663,165,0.9130434782608695,0.7058823529411765,0.7962085308056872,119
DecisionTree,1,"{'max_depth': None, 'class_weight': 'balanced'}",5,6100,1551,0.7256071000592783,0.003110299934633076,0.9516441005802708,0.8649490316688603,0.8790309851630607,0.8649490316688603,0.871793894835014,0.9511135384954528,0.8467620151484313,0.9779874213836478,0.9857369255150554,0.9818468823993686,1262,0.8392857142857143,0.7966101694915254,0.8173913043478261,177,0.8198198198198198,0.8125,0.8161434977578476,112
DecisionTree,2,"{'max_depth': 12, 'class_weight': None}",1,6115,1536,0.6609464000212029,0.003082800074480474,0.94921875,0.8708276375900276,0.8347438014522228,0.8708276375900276,0.8517718995246614,0.9507154465591056,0.844865086487885,0.9959448499594485,0.9784860557768924,0.9871382636655949,1255,0.7873563218390804,0.8253012048192772,0.8058823529411765,166,0.7209302325581395,0.808695652173913,0.7622950819672131,115
DecisionTree,2,"{'max_depth': 12, 'class_weight': None}",2,6148,1503,0.696520600002259,0.003850199980661273,0.9554224883566201,0.8408118184793567,0.8539089424031877,0.8408118184793567,0.8455113059181487,0.9548534236018015,0.8578943489790409,0.9935012185215272,0.9951179820992677,0.9943089430894309,1229,0.7803468208092486,0.8490566037735849,0.8132530120481928,159,0.7878787878787878,0.6782608695652174,0.7289719626168224,115
DecisionTree,2,"{'max_depth': 12, 'class_weight': None}",3,6146,1505,0.6150323000038043,0.0032595000229775906,0.958139534883721,0.8630520900080833,0.8736998499648704,0.8630520900080833,0.8642192317614663,0.9579491470291691,0.8692779064565241,0.9942716857610474,0.9886086248982913,0.9914320685434517,1229,0.7823834196891192,0.9096385542168675,0.841225626740947,166,0.8444444444444444,0.6909090909090909,0.76,110
DecisionTree,2,"{'max_depth': 12, 'class_weight': None}",4,6095,1556,0.651118699926883,0.0033905000891536474,0.9530848329048843,0.8376964507930102,0.8861685436351592,0.8376964507930102,0.8574132965771436,0.9517835223603971,0.8476409917074086,0.9798449612403101,0.9937106918238994,0.9867291178766588,1272,0.7873563218390804,0.8303030303030303,0.8082595870206489,165,0.8913043478260869,0.6890756302521008,0.7772511848341233,119
DecisionTree,2,"{'max_depth': 12, 'class_weight': None}",5,6100,1551,0.7259710000362247,0.003939699963666499,0.961960025789813,0.876703874177282,0.9083715687082016,0.876703874177282,0.8918330382727296,0.961204791375557,0.8786500054431043,0.9812206572769953,0.993660855784469,0.9874015748031496,1262,0.8713450292397661,0.8418079096045198,0.8563218390804598,177,0.8725490196078431,0.7946428571428571,0.8317757009345794,112
DecisionTree,3,"{'max_depth': 12, 'class_weight': 'balanced'}",1,6115,1536,0.5972109999274835,0.003764699911698699,0.9498697916666666,0.8727970604051404,0.8409365343188872,0.8727970604051404,0.8559758608009513,0.951275633024634,0.8470887153608532,0.9959415584415584,0.9776892430278884,0.9867310012062727,1255,0.7621621621621621,0.8493975903614458,0.8034188034188035,166,0.7647058823529411,0.7913043478260869,0.7777777777777778,115
DecisionTree,3,"{'max_depth': 12, 'class_weight': 'balanced'}",2,6148,1503,0.553436900023371,0.0030140000162646174,0.9414504324683965,0.8361392291045577,0.8202834604414976,0.8361392291045577,0.8257493122569025,0.9423006309054601,0.8195044545099185,0.9917423616845582,0.9772172497965825,0.9844262295081967,1229,0.7287234042553191,0.8616352201257862,0.7896253602305475,159,0.7403846153846154,0.6695652173913044,0.7031963470319634,115
DecisionTree,3,"{'max_depth': 12, 'class_weight': 'balanced'}",3,6146,1505,0.6501622000942007,0.0026987000601366162,0.9521594684385382,0.8572365354605789,0.8639518310259594,0.8572365354605789,0.8515163357078097,0.9523015722602427,0.8543917604064123,0.9958677685950413,0.9804719283970708,0.988109881098811,1229,0.7405660377358491,0.9457831325301205,0.8306878306878307,166,0.8554216867469879,0.6454545454545455,0.7357512953367875,110
DecisionTree,3,"{'max_depth': 12, 'class_weight': 'balanced'}",4,6095,1556,0.5968089000089094,0.004096799995750189,0.9485861182519281,0.8395746749242864,0.8902194494253471,0.8395746749242864,0.8561875497669525,0.9478125125355014,0.8349921099214624,0.9781591263650546,0.9858490566037735,0.9819890368050117,1272,0.7513227513227513,0.8606060606060606,0.8022598870056498,165,0.9411764705882353,0.6722689075630253,0.7843137254901961,119
DecisionTree,3,"{'max_depth': 12, 'class_weight': 'balanced'}",5,6100,1551,0.5680942999897525,0.0026050000451505184,0.9548678272082527,0.8905156715600188,0.8805063390818174,0.8905156715600188,0.8834740963419856,0.9555492643009704,0.8628446628978164,0.989558232931727,0.9762282091917591,0.9828480255285201,1262,0.7892156862745098,0.9096045197740112,0.8451443569553806,177,0.8627450980392157,0.7857142857142857,0.822429906542056,112
HistGradientBoosting,0,"{'max_iter': 200, 'max_depth': None, 'class_weight': None}",1,6115,1536,6.0063243000768125,0.06555069994647056,0.9759114583333334,0.9298079204049875,0.9193781579697747,0.9298079204049875,0.9245040526477651,0.9761002491868883,0.9241888976932955,0.9968,0.9928286852589642,0.9948103792415169,1255,0.9041916167664671,0.9096385542168675,0.9069069069069069,166,0.8571428571428571,0.8869565217391304,0.8717948717948718,115
HistGradientBoosting,0,"{'max_iter': 200, 'max_depth': None, 'class_weight': None}",2,6148,1503,2.959355599945411,0.066069700056687,0.9654025282767797,0.8639344098158329,0.8907527985159875,0.8639344098158329,0.8729158784216501,0.9644659309976322,0.8895794116783183,0.9951377633711507,0.9991863303498779,0.9971579374746244,1229,0.8089887640449438,0.9056603773584906,0.8545994065281899,159,0.8681318681318682,0.6869565217391305,0.7669902912621359,115
HistGradientBoosting,0,"{'max_iter': 200, 'max_depth': None, 'class_weight': None}",3,6146,1505,3.130646000034176,0.06317570002283901,0.973421926910299,0.9024982539819756,0.9203483604788664,0.9024982539819756,0.9073695533690945,0.9730851113406151,0.9166405743831012,0.9975530179445351,0.9951179820992677,0.9963340122199593,1229,0.8412698412698413,0.9578313253012049,0.895774647887324,166,0.9222222222222223,0.7545454545454545,0.83,110
HistGradientBoosting,0,"{'max_iter': 200, 'max_depth': None, 'class_weight': None}",4,6095,1556,3.0841363000217825,0.06560209998860955,0.9704370179948586,0.902001223588349,0.9438442749034636,0.902001223588349,0.921130592972934,0.9699303573776711,0.9042348573836797,0.9821567106283942,0.9952830188679245,0.9886762983209684,1272,0.8787878787878788,0.8787878787878788,0.8787878787878788,165,0.9705882352941176,0.8319327731092437,0.8959276018099548,119
HistGradientBoosting,0,"{'max_iter': 200, 'max_depth': None, 'class_weight': None}",5,6100,1551,3.124843000085093,0.07640590006485581,0.9813023855577047,0.930570265030632,0.9610426826571962,0.930570265030632,0.9441628627231303,0.980951897524034,0.940997480164166,0.990558615263572,0.9976228209191759,0.9940781681800237,1262,0.9234972677595629,0.9548022598870056,0.9388888888888889,177,0.9690721649484536,0.8392857142857143,0.8995215311004785,112
HistGradientBoosting,1,"{'max_iter': 200, 'max_depth': None, 'class_weight': 'balanced'}",1,6115,1536,3.3127836000639945,0.06736970006022602,0.9752604166666666,0.9330271719130115,0.9201334564682022,0.9330271719130115,0.926486305540239,0.9754827442925197,0.9224015186380553,0.9959935897435898,0.9904382470119522,0.9932081502197363,1255,0.9,0.9216867469879518,0.9107142857142857,166,0.864406779661017,0.8869565217391304,0.8755364806866953,115
